variable_0,variable_1,variable_2,variable_3,variable_4,variable_5,variable_6,variable_7,variable_8,variable_9,variable_10,variable_11,variable_12,variable_13,variable_14,variable_15,variable_16,variable_17,State,ID,target
55,3.86,9.17,0,1,14.3,32.62,256.1,6,21.77,191.9,0,203.7,110,91,101,415,1,AL,233,1
101,2.7,10.49,21,0,10.0,40.46,209.6,5,17.82,238.0,1,233.0,84,88,95,415,2,MA,234,0
131,3.73,11.49,26,1,13.8,49.79,199.7,7,16.97,292.9,1,255.3,97,101,127,510,4,ME,235,1
89,3.43,7.69,0,0,12.7,18.0,189.6,7,16.12,105.9,0,170.9,142,151,67,408,0,NC,236,0
108,2.54,7.87,0,0,9.4,32.86,154.7,6,13.15,193.3,0,174.8,85,126,98,415,3,AZ,237,0
84,2.65,11.14,0,0,9.8,32.33,197.7,6,16.8,190.2,0,247.5,141,102,102,415,2,NJ,238,0
95,1.11,9.23,37,1,4.1,37.43,185.3,2,15.75,220.2,1,205.1,99,109,82,408,0,NJ,239,1
52,1.43,7.08,21,0,5.3,33.27,106.2,3,9.03,195.7,1,157.4,95,119,94,510,2,WV,240,0
65,3.38,9.66,34,0,12.5,35.5,142.1,4,12.08,208.8,1,214.6,106,119,87,415,4,KS,241,0
48,2.05,6.28,0,0,7.6,29.22,159.0,3,13.52,171.9,0,139.5,127,98,101,415,2,CT,242,0
38,1.05,13.45,31,0,3.9,33.52,249.9,2,21.24,197.2,1,298.9,70,118,104,415,0,SC,243,0
173,2.94,4.59,0,0,10.9,29.33,142.6,2,12.12,172.5,0,102.0,91,78,63,510,0,AK,244,0
58,2.51,4.74,0,0,9.3,42.02,303.7,2,25.81,247.2,0,105.4,103,116,94,415,2,KY,245,1
133,3.46,5.28,0,0,12.8,47.14,228.4,4,19.41,277.3,0,117.3,117,138,103,408,2,MI,246,1
94,2.13,9.35,0,0,7.9,29.58,241.1,1,20.49,174.0,0,207.8,114,85,94,408,1,ND,247,0
171,2.75,6.79,25,0,10.2,37.94,183.2,3,15.57,223.2,1,150.8,118,77,90,415,3,PA,248,0
106,3.19,10.63,0,0,11.8,39.98,220.6,4,18.75,235.2,0,236.3,87,121,91,415,1,VA,249,0
101,2.38,9.17,0,0,8.8,32.42,208.6,8,17.73,190.7,0,203.8,103,72,111,510,1,MI,250,0
75,1.94,13.1,0,0,7.2,35.6,211.5,4,17.98,209.4,0,291.2,121,133,123,510,1,VT,251,0
36,2.67,10.97,0,0,9.9,29.77,216.9,3,18.44,175.1,0,243.7,69,144,146,408,1,WV,252,0
76,4.37,4.12,0,0,16.2,29.09,257.2,3,21.86,171.1,0,91.6,83,78,92,415,1,RI,253,0
90,3.48,8.41,24,0,12.9,12.1,181.6,1,15.44,71.2,1,186.9,103,82,111,415,1,FL,254,0
100,2.75,6.23,0,0,10.2,36.75,215.6,3,18.33,216.2,0,138.4,84,107,127,510,0,IN,255,0
159,4.56,10.15,19,0,16.9,31.3,194.5,3,16.53,184.1,1,225.6,71,78,101,415,0,KS,256,0
87,1.67,9.34,0,0,6.2,18.85,158.5,5,13.47,110.9,0,207.5,115,91,131,510,1,AZ,257,0
122,2.3,8.87,0,0,8.5,26.71,184.9,5,15.72,157.1,0,197.2,122,134,59,510,4,DE,258,1
33,2.3,8.59,35,0,8.5,27.52,151.2,2,12.85,161.9,1,191.0,82,85,131,510,1,MT,259,0
112,3.81,6.61,0,0,14.1,19.02,114.0,3,9.69,111.9,0,146.8,143,92,79,415,5,CA,260,1
154,2.59,7.34,35,0,9.6,38.08,192.0,2,16.32,224.0,1,163.1,99,102,100,408,0,ND,261,0
88,2.65,9.52,28,0,9.8,32.4,237.3,1,20.17,190.6,1,211.6,105,104,116,408,2,NE,262,0
30,2.46,8.1,0,0,9.1,27.59,244.0,4,20.74,162.3,0,180.1,122,96,89,510,2,WV,263,0
160,3.51,8.02,0,0,13.0,29.1,243.5,3,20.7,171.2,0,178.2,121,103,92,415,2,MO,264,0
136,2.7,6.56,27,0,10.0,31.91,221.0,4,18.79,187.7,1,145.7,147,84,110,408,3,NJ,265,0
71,3.81,12.08,23,0,14.1,29.87,258.9,7,22.01,175.7,1,268.4,136,82,154,510,1,MT,266,0
76,2.03,10.3,0,0,7.5,22.05,177.5,3,15.09,129.7,0,228.9,80,84,87,510,5,MO,267,1
51,2.59,8.68,0,0,9.6,39.05,336.0,1,28.56,229.7,0,192.8,104,129,128,415,1,MI,268,1
143,1.24,6.48,0,0,4.6,34.48,165.8,4,14.09,202.8,0,143.9,104,109,71,510,1,WV,269,0
63,2.03,10.3,0,0,7.5,24.23,208.3,2,17.71,142.5,0,228.9,102,92,120,415,2,VT,270,0
67,1.94,8.09,0,0,7.2,35.82,219.2,6,18.63,210.7,0,179.7,86,116,83,415,1,AZ,271,0
54,2.57,8.88,0,0,9.5,46.34,248.7,2,21.14,272.6,0,197.4,74,83,111,415,1,MT,272,1
47,2.08,12.8,27,0,7.7,28.05,127.3,4,10.82,165.0,1,284.4,118,89,95,415,2,WA,273,0
121,2.03,11.0,0,0,7.5,36.24,120.7,4,10.26,213.2,0,244.4,116,79,102,408,1,MT,274,0
80,2.57,10.68,0,0,9.5,19.24,185.5,5,15.77,113.2,0,237.3,97,86,145,415,1,OR,275,0
60,2.13,9.18,0,0,7.9,23.02,205.9,4,17.5,135.4,0,204.0,85,134,103,408,1,KY,276,0
69,2.27,7.69,0,1,8.4,47.57,248.7,10,21.14,279.8,0,171.0,91,90,118,510,2,WI,277,1
127,2.08,10.85,28,0,7.7,40.05,236.8,2,20.13,235.6,1,241.2,113,124,127,415,1,TN,278,0
96,2.78,13.3,0,0,10.3,30.7,190.9,4,16.23,180.6,0,295.6,114,92,125,415,1,NE,279,1
69,1.59,6.47,37,0,5.9,26.35,142.4,4,12.1,155.0,1,143.7,105,98,117,415,1,LA,280,0
97,2.97,3.18,24,0,11.0,22.64,217.2,3,18.46,133.2,1,70.6,58,135,79,415,1,WY,281,0
138,4.05,8.36,26,0,15.0,31.26,240.7,3,20.46,183.9,1,185.7,93,83,125,510,1,KS,282,0
52,3.29,9.61,0,0,12.2,28.14,205.5,6,17.47,165.5,0,213.6,89,78,124,415,0,KS,283,0
139,2.24,6.07,0,0,8.3,23.48,164.5,2,13.98,138.1,0,134.9,100,103,63,415,1,CO,284,0
85,2.62,7.73,0,0,9.7,16.44,193.8,3,16.47,96.7,0,171.7,95,97,88,415,2,AR,285,0
104,2.84,8.45,0,0,10.5,19.31,158.6,6,13.48,113.6,0,187.7,98,87,87,415,2,OK,286,0
129,3.08,10.57,32,0,11.4,35.87,155.1,5,13.18,211.0,1,234.8,89,99,96,510,1,PA,287,0
165,2.57,8.67,39,0,9.5,28.46,172.7,4,14.68,167.4,1,192.6,94,113,113,415,3,MD,288,0
81,2.48,8.18,0,0,9.2,24.75,287.9,4,24.47,145.6,0,181.7,131,59,121,510,2,MN,289,0
147,1.67,12.76,0,0,6.2,46.58,231.8,1,19.7,274.0,0,283.6,82,92,83,408,0,MD,290,1
144,2.21,7.79,0,0,8.2,10.47,77.1,7,6.55,61.6,0,173.0,85,117,99,408,4,NY,291,1
97,1.81,11.59,28,0,6.7,34.39,69.2,3,5.88,202.3,1,257.6,84,97,64,415,1,FL,292,0
13,3.67,11.67,0,0,13.6,37.47,211.2,8,17.95,220.4,0,259.3,79,100,112,408,2,MA,293,0
123,2.65,10.76,0,0,9.8,35.6,237.4,11,20.18,209.4,0,239.2,117,49,98,415,1,MA,294,0
77,4.81,11.03,0,0,17.8,29.84,205.1,3,17.43,175.5,0,245.2,78,86,100,510,4,CA,295,0
154,3.24,8.01,0,0,12.0,26.27,214.2,2,18.21,154.5,0,178.0,71,122,105,510,3,MD,296,1
121,3.24,11.11,44,0,12.0,19.72,150.1,2,12.76,116.0,1,246.8,120,85,98,408,1,NV,297,0
87,1.92,6.19,0,0,7.1,23.17,172.2,5,14.64,136.3,0,137.5,108,97,101,415,0,SC,298,0
74,2.54,7.65,0,0,9.4,48.03,219.9,4,18.69,282.5,0,170.0,48,114,115,415,1,NV,299,1
93,3.24,7.45,0,0,12.0,30.52,191.9,4,16.31,179.5,0,165.5,131,121,125,415,0,GA,300,0
74,2.67,13.01,0,0,9.9,25.25,146.5,6,12.45,148.5,0,289.2,42,111,83,510,3,AR,301,0
88,2.13,9.28,0,0,7.9,27.46,173.5,4,14.75,161.5,0,206.2,108,92,95,415,2,ND,302,0
101,2.54,9.14,28,0,9.4,37.45,285.8,6,24.29,220.3,1,203.0,72,96,111,415,4,WV,303,0
140,3.11,8.9,27,1,11.5,32.11,160.9,5,13.68,188.9,1,197.7,102,124,100,415,4,MD,304,0
95,3.46,6.45,0,0,12.8,31.31,181.6,4,15.44,184.2,0,143.4,101,95,113,510,2,DE,305,0
98,2.97,8.27,30,0,11.0,18.75,182.4,8,15.5,110.3,1,183.8,108,71,88,408,2,HI,306,0
73,2.27,11.4,0,0,8.4,39.9,195.7,8,16.63,234.7,0,253.4,110,102,71,510,2,KY,307,0
123,2.59,12.09,0,0,9.6,19.52,150.0,4,12.75,114.8,0,268.6,104,94,119,408,2,IL,308,0
116,3.59,9.7,0,0,13.3,22.0,157.3,3,13.37,129.4,0,215.5,89,84,77,415,0,VT,309,0
72,2.59,12.32,0,0,9.6,23.39,143.5,6,12.2,137.6,0,273.7,94,106,110,415,2,NC,310,0
85,2.57,9.54,37,0,9.5,39.03,132.3,8,11.25,229.6,1,211.9,90,123,76,408,2,NM,311,0
183,2.57,13.69,0,0,9.5,32.3,246.6,4,20.96,190.0,0,304.2,78,100,107,415,1,NM,312,0
92,2.75,9.16,47,0,10.2,24.07,207.9,11,17.67,141.6,1,203.6,130,95,95,415,0,WV,313,0
150,1.78,6.39,29,0,6.6,35.68,158.0,1,13.43,209.9,1,141.9,52,77,113,415,0,RI,314,0
33,1.92,4.61,0,0,7.1,27.12,195.4,7,16.61,159.5,0,102.4,118,115,86,408,1,CA,315,0
107,2.78,7.48,36,0,10.3,16.37,179.6,2,15.27,96.3,1,166.3,91,83,121,408,1,NJ,316,0
121,2.59,6.61,41,0,9.6,36.64,241.8,3,20.55,215.5,1,147.0,92,95,108,415,1,UT,317,0
78,2.51,10.95,0,0,9.3,32.88,116.9,4,9.94,193.4,0,243.3,88,99,109,408,2,OH,318,0
115,3.7,12.16,0,0,13.7,41.65,250.7,8,21.31,245.0,0,270.2,75,97,124,415,1,CT,319,1
113,2.75,7.14,23,0,10.2,34.85,152.0,5,12.92,205.0,1,158.6,60,101,59,415,2,NV,320,0
99,3.35,8.93,0,0,12.4,40.53,246.5,4,20.95,238.4,0,198.4,130,96,117,510,3,AK,321,0
122,2.57,10.29,0,0,9.5,18.34,235.8,3,20.04,107.9,0,228.6,109,88,119,415,2,MN,322,0
125,2.97,8.57,0,0,11.0,34.58,128.7,4,10.94,203.4,0,190.5,97,110,113,415,1,TX,323,0
141,3.24,11.41,0,0,12.0,36.91,241.5,6,20.53,217.1,0,253.5,111,110,103,415,0,VA,324,0
194,4.91,9.83,0,0,18.2,8.23,281.1,1,23.89,48.4,0,218.5,138,101,87,408,1,NE,325,0
67,2.48,9.26,34,0,9.2,27.49,207.6,4,17.65,161.7,1,205.7,115,114,114,415,0,MA,326,0
70,2.94,11.43,0,0,10.9,30.16,226.2,4,19.23,177.4,0,254.1,104,125,72,415,0,NY,327,0
117,2.59,5.99,0,0,9.6,31.42,248.6,8,21.13,184.8,0,133.1,101,83,113,415,1,KS,328,0
57,3.08,12.1,30,1,11.4,39.87,195.2,4,16.59,234.5,1,268.8,116,130,94,408,2,GA,329,0
63,3.97,9.09,0,0,14.7,44.51,245.0,4,20.83,261.8,0,202.1,135,69,94,510,0,WV,330,1
70,3.27,7.05,0,0,12.1,1.34,136.4,1,11.59,7.9,0,156.6,83,100,89,415,0,WI,331,0
112,3.11,13.03,29,0,11.5,33.8,238.6,5,20.28,198.8,1,289.5,114,122,69,408,1,VA,332,0
160,3.75,9.87,0,0,13.9,39.93,270.8,2,23.02,234.9,0,219.3,134,136,101,415,1,CT,333,1
102,3.4,11.01,0,0,12.6,20.93,182.0,7,15.47,123.1,0,244.6,102,106,75,415,2,AL,334,0
88,1.73,10.59,0,0,6.4,25.19,308.7,4,26.24,148.2,0,235.4,67,82,79,415,2,KY,335,0
119,2.4,9.59,0,0,8.9,13.92,253.8,1,21.57,81.9,0,213.1,114,75,125,510,2,TX,336,1
103,3.48,10.49,0,0,12.9,21.98,202.8,2,17.24,129.3,0,233.0,89,103,126,415,2,MS,337,0
93,2.94,3.48,0,0,10.9,46.17,229.4,3,19.5,271.6,0,77.3,108,71,121,415,2,AZ,338,0
78,2.7,10.25,0,0,10.0,22.24,223.7,5,19.01,130.8,0,227.8,116,64,108,415,1,MA,339,0
93,3.11,10.49,0,0,11.5,24.87,216.6,3,18.41,146.3,0,233.0,95,85,82,415,0,NJ,340,0
64,2.89,8.06,0,0,10.7,29.67,180.2,2,15.32,174.5,0,179.0,103,98,89,415,2,SD,341,0
165,2.13,2.45,0,0,7.9,35.31,164.8,3,14.01,207.7,0,54.5,94,109,91,415,0,NC,342,0
150,2.13,10.92,0,0,7.9,36.38,192.4,4,16.35,214.0,0,242.6,89,117,99,415,1,HI,343,0
143,2.75,8.12,0,0,10.2,22.68,223.9,13,19.03,133.4,0,180.4,117,107,85,510,1,WA,344,0
99,2.3,7.6,0,0,8.5,10.69,231.0,5,19.64,62.9,0,168.9,64,81,121,415,1,HI,345,0
13,3.11,10.24,0,0,11.5,51.54,170.5,3,14.49,303.2,0,227.6,86,133,80,415,0,MS,346,1
123,1.76,9.11,0,0,6.5,27.05,241.6,1,20.54,159.1,0,202.4,119,94,120,408,1,ND,347,0
133,1.76,8.86,0,0,6.5,30.06,187.5,3,15.94,176.8,0,196.8,97,92,88,510,2,WV,348,0
27,2.67,2.96,0,0,9.9,12.36,208.6,3,17.73,72.7,0,65.8,117,75,71,510,1,GA,349,0
75,1.65,11.55,0,0,6.1,28.27,158.2,5,13.45,166.3,0,256.7,86,125,80,408,1,CA,350,0
93,2.11,10.32,0,0,7.8,28.03,210.4,4,17.88,164.9,0,229.4,86,68,104,415,2,UT,351,0
103,3.75,3.93,35,0,13.9,18.79,208.3,2,17.71,110.5,1,87.4,81,101,77,510,4,MT,352,1
100,1.86,6.04,0,0,6.9,42.13,130.0,2,11.05,247.8,0,134.3,95,117,125,510,1,IN,353,0
90,2.27,9.71,0,1,8.4,37.71,203.8,4,17.32,221.8,0,215.8,134,97,154,408,1,TX,354,0
52,3.13,8.66,0,0,11.6,21.23,300.5,4,25.54,124.9,0,192.5,118,131,106,415,2,OK,355,0
138,3.02,8.46,0,0,11.2,28.99,118.2,7,10.05,170.5,0,187.9,116,87,111,415,2,DC,356,0
84,3.73,9.62,0,0,13.8,34.58,182.9,2,15.55,203.4,0,213.7,88,125,121,510,1,OK,357,0
22,2.51,9.3,0,0,9.3,30.91,198.6,3,16.88,181.8,0,206.6,148,108,96,415,2,FL,358,0
88,2.38,9.56,0,0,8.8,10.52,262.6,2,22.32,61.9,0,212.5,114,78,110,510,3,CO,359,0
64,2.05,10.38,22,0,7.6,34.07,131.1,5,11.14,200.4,1,230.7,84,80,67,415,1,WV,360,0
79,3.29,3.44,31,0,12.2,17.53,243.0,8,20.66,103.1,1,76.4,135,90,92,510,3,MD,361,0
30,1.92,8.87,0,0,7.1,24.65,240.7,4,20.46,145.0,0,197.1,112,76,134,510,3,NC,362,0
120,2.84,11.42,39,0,10.5,34.05,220.4,4,18.73,200.3,1,253.8,97,68,116,415,0,MD,363,0
97,3.59,6.83,0,0,13.3,24.82,203.0,2,17.26,146.0,0,151.8,141,121,120,415,1,OR,364,0
123,3.56,12.6,34,0,13.2,51.88,156.5,7,13.3,305.2,1,280.0,109,80,81,415,1,TN,365,0
183,2.35,8.12,8,0,8.7,14.71,285.2,2,24.24,86.5,1,180.4,97,119,133,415,2,DE,366,0
83,2.32,8.05,0,0,8.6,30.4,167.9,4,14.27,178.8,0,178.9,84,102,65,415,3,NJ,367,0
95,2.03,3.41,0,0,7.5,29.78,244.4,2,20.77,175.2,0,75.8,109,91,95,415,1,WV,368,0
110,2.54,9.66,0,0,9.4,32.74,178.9,4,15.21,192.6,0,214.6,118,102,74,408,1,UT,369,0
110,1.92,8.68,0,0,7.1,22.42,272.7,4,23.18,131.9,0,192.8,106,93,105,510,1,CO,370,0
56,3.16,7.55,0,0,11.7,25.65,161.8,5,13.75,150.9,0,167.7,87,79,115,510,3,ID,371,0
40,1.67,9.63,41,0,6.2,25.18,169.5,5,14.41,148.1,1,214.1,88,74,102,415,2,WA,372,0
123,2.21,12.09,0,0,8.2,41.17,226.1,3,19.22,242.2,0,268.6,101,87,121,415,5,WY,373,1
61,3.05,6.65,16,1,11.3,24.4,242.6,3,20.62,143.5,1,147.7,58,76,95,510,0,OH,374,0
91,3.32,8.57,23,0,12.3,39.51,186.0,3,15.81,232.4,1,190.5,88,97,128,510,3,AL,375,0
106,2.3,8.42,0,0,8.5,28.1,210.0,3,17.85,165.3,0,187.2,101,118,93,415,2,MD,376,0
68,2.84,9.66,0,0,10.5,39.51,153.3,2,13.03,232.4,0,214.6,103,76,107,415,1,AZ,377,0
144,2.7,8.83,51,0,10.0,48.26,192.0,4,16.32,283.9,1,196.3,109,98,85,415,1,FL,378,0
147,3.81,12.73,38,0,14.1,41.38,273.8,8,23.27,243.4,1,282.9,109,126,91,415,2,NE,379,0
45,3.35,9.8,0,0,12.4,35.29,152.7,13,12.98,207.6,0,217.8,94,71,125,408,1,MO,380,0
95,3.38,11.04,0,0,12.5,22.95,183.6,9,15.61,135.0,0,245.3,106,99,102,408,1,KY,381,0
135,3.19,7.14,0,0,11.8,26.25,203.8,3,17.32,154.4,0,158.7,90,130,59,510,0,ID,382,0
86,2.73,11.63,0,0,10.1,32.39,179.6,5,15.27,190.5,0,258.5,130,115,89,510,3,NC,383,0
112,3.21,6.98,0,0,11.9,28.53,247.9,4,21.07,167.8,0,155.1,81,88,108,408,0,WI,384,0
100,4.91,12.24,0,0,18.2,32.62,200.9,3,17.08,191.9,0,271.9,101,95,74,415,1,IL,385,0
21,1.78,12.67,0,0,6.6,41.6,168.0,1,14.28,244.7,0,281.5,117,81,87,415,1,NY,386,0
155,2.32,3.97,21,0,8.6,33.3,213.9,4,18.18,195.9,1,88.2,84,91,111,408,0,NE,387,0
110,2.11,8.28,0,0,7.8,41.23,162.3,3,13.8,242.5,0,184.1,140,110,86,415,4,FL,388,0
85,0.97,6.62,0,1,3.6,36.72,188.2,7,16.0,216.0,0,147.1,117,73,98,510,2,MD,389,0
61,1.89,9.95,0,0,7.0,33.61,152.2,3,12.94,197.7,0,221.0,96,118,93,415,2,NY,390,0
139,2.24,6.66,43,0,8.3,39.27,222.3,5,18.9,231.0,1,148.0,82,85,105,415,2,NJ,391,0
104,3.59,6.16,23,0,13.3,47.63,220.5,3,18.74,280.2,1,136.9,92,136,102,415,4,VA,392,0
52,2.97,11.4,31,0,11.0,24.16,193.0,4,16.41,142.1,1,253.4,97,77,88,408,1,OH,393,0
143,3.51,8.47,0,0,13.0,29.29,174.0,4,14.79,172.3,0,188.2,108,97,119,415,2,MT,394,0
1,1.43,10.37,0,0,5.3,29.78,151.7,3,12.89,175.2,0,230.5,79,74,109,408,1,AK,395,0
209,2.89,9.04,0,0,10.7,26.13,188.6,2,16.03,153.7,0,200.8,87,105,95,415,0,NY,396,0
165,3.35,10.11,0,0,12.4,36.82,190.8,8,16.22,216.6,0,224.7,104,126,123,415,0,OR,397,0
85,1.46,7.6,0,0,5.4,44.17,242.3,1,20.6,259.8,0,168.8,117,85,72,415,0,NE,398,0
154,3.94,6.82,35,0,14.6,11.03,184.1,1,15.65,64.9,1,151.6,91,76,75,408,1,WV,399,0
105,4.37,10.96,0,0,16.2,28.24,175.9,3,14.95,166.1,0,243.5,106,93,55,408,2,NV,400,0
87,2.57,7.36,39,0,9.5,14.04,224.4,1,19.07,82.6,1,163.6,63,113,88,510,3,NV,401,0
120,3.0,11.2,0,0,11.1,25.36,193.6,5,16.46,149.2,0,248.9,88,98,119,415,1,VT,402,0
56,3.43,12.0,24,0,12.7,20.69,184.0,3,15.64,121.7,1,266.6,76,87,98,415,1,NH,403,0
134,1.35,8.06,0,0,5.0,34.9,240.5,9,20.44,205.3,0,179.1,155,122,107,408,1,PA,404,0
112,2.65,8.76,0,0,9.8,28.66,298.0,5,25.33,168.6,0,194.7,117,102,110,415,1,RI,405,0
138,3.13,5.66,0,0,11.6,40.94,144.5,1,12.28,240.8,0,125.7,92,104,98,415,0,AZ,406,0
110,2.65,10.8,0,0,9.8,46.09,237.0,5,20.15,271.1,0,239.9,122,108,122,415,2,UT,407,1
27,2.21,10.92,0,0,8.2,38.47,274.3,3,23.32,226.3,0,242.7,109,95,119,510,2,SD,408,1
144,1.76,9.64,48,0,6.5,32.27,123.4,2,10.49,189.8,1,214.2,67,96,106,408,2,SD,409,1
97,1.97,12.59,0,0,7.3,28.66,259.2,4,22.03,168.6,0,279.8,105,87,123,415,1,SD,410,0
111,3.32,7.71,0,0,12.3,43.5,204.1,5,17.35,255.9,0,171.3,129,97,84,415,3,KY,411,0
108,2.94,11.28,15,0,10.9,28.07,267.0,4,22.7,165.1,1,250.7,93,85,114,408,1,TN,412,0
120,2.7,6.97,0,0,10.0,26.86,197.0,5,16.75,158.0,0,154.9,103,110,132,510,1,KS,413,0
99,3.08,8.17,0,0,11.4,24.75,230.9,7,19.63,145.6,0,181.5,87,102,86,415,1,NY,414,0
95,1.7,11.49,0,0,6.3,21.86,216.2,2,18.38,128.6,0,255.3,88,115,96,408,6,NC,415,1
117,2.0,11.39,0,0,7.4,24.58,258.8,9,22.0,144.6,0,253.2,66,115,113,415,2,NY,416,0
152,2.13,7.68,20,0,7.9,36.48,96.6,5,8.21,214.6,1,170.7,82,108,145,510,1,VT,417,0
149,2.59,10.21,0,0,9.6,37.01,273.5,3,23.25,217.7,0,226.9,74,91,99,510,3,KS,418,0
138,2.54,8.29,0,1,9.4,28.78,217.9,9,18.52,169.3,0,184.2,147,82,77,510,1,IL,419,0
122,3.11,10.52,0,0,11.5,30.6,145.0,6,12.33,180.0,0,233.7,77,88,120,415,2,NC,420,0
47,2.11,5.11,28,0,7.8,24.02,168.0,2,14.28,141.3,1,113.5,108,94,84,408,1,AL,421,0
71,3.67,8.19,0,1,13.6,30.29,167.8,3,14.26,178.2,0,182.1,94,113,111,415,3,NV,422,1
104,2.86,8.0,0,0,10.6,44.88,132.2,8,11.24,264.0,0,177.7,75,108,91,415,3,NY,423,0
122,1.73,9.32,0,0,6.4,36.65,167.8,8,14.26,215.6,0,207.0,59,86,67,415,3,NC,424,0
92,2.43,10.49,0,1,9.0,29.43,240.3,5,20.43,173.1,0,233.2,105,140,117,415,1,ID,425,0
91,3.16,10.8,0,0,11.7,26.25,168.3,4,14.31,154.4,0,239.9,121,165,81,415,5,MI,426,1
39,2.46,10.59,0,0,9.1,27.27,102.6,5,8.72,160.4,0,235.3,103,68,106,408,2,NY,427,0
106,3.81,7.79,32,0,14.1,28.2,216.5,8,18.4,165.9,1,173.1,93,126,86,408,4,FL,428,0
79,3.19,9.96,0,0,11.8,22.9,189.7,5,16.12,134.7,0,221.4,68,98,128,415,2,SC,429,0
75,3.86,10.0,0,0,14.3,34.56,228.9,3,19.46,203.3,0,222.2,97,70,118,408,1,NC,430,0
118,3.46,7.18,0,0,12.8,26.32,244.0,4,20.74,154.8,0,159.6,73,71,81,408,0,VA,431,0
63,3.32,11.66,0,0,12.3,35.9,237.7,2,20.2,211.2,0,259.2,93,80,58,415,0,NE,432,0
153,4.16,7.66,28,0,15.4,40.05,227.9,9,19.37,235.6,1,170.3,37,74,103,408,0,WV,433,0
110,2.65,8.65,0,0,9.8,12.67,200.8,7,17.07,74.5,0,192.2,98,117,101,408,3,IL,434,0
64,1.49,12.09,0,0,5.5,33.01,173.4,2,14.74,194.2,0,268.7,87,147,114,415,2,HI,435,0
76,2.19,6.06,26,0,8.1,36.48,205.2,2,17.44,214.6,1,134.6,87,110,140,408,1,CO,436,0
76,3.35,8.47,0,0,12.4,30.46,222.9,2,18.95,179.2,0,188.2,66,85,113,415,0,AL,437,0
123,0.57,10.44,0,0,2.1,38.08,210.7,5,17.91,224.0,0,231.9,80,99,75,408,0,NH,438,0
127,1.38,11.92,25,0,5.1,13.97,163.3,6,13.88,82.2,1,264.9,109,95,104,415,0,NC,439,0
37,2.59,10.61,0,1,9.6,18.12,147.4,8,12.53,106.6,0,235.8,89,76,113,415,2,MD,440,0
113,2.48,6.27,0,1,9.2,34.73,188.8,7,16.05,204.3,0,139.4,115,82,97,415,1,SD,441,0
100,3.65,8.14,0,0,13.5,34.53,217.0,2,18.45,203.1,0,180.9,126,96,122,415,3,OK,442,0
64,1.73,7.33,0,0,6.4,21.1,192.8,5,16.39,124.1,0,162.9,108,117,84,408,3,GA,443,0
160,3.11,5.36,0,0,11.5,43.52,187.4,4,15.93,256.0,0,119.1,61,111,81,415,3,MD,444,0
140,3.75,10.13,0,0,13.9,33.12,170.9,4,14.53,194.8,0,225.1,99,107,93,408,0,TX,445,0
129,1.32,9.48,0,0,4.9,36.72,186.9,10,15.89,216.0,0,210.7,114,85,109,415,2,IA,446,0
46,2.32,8.97,0,0,8.6,21.22,157.3,4,13.37,124.8,0,199.3,143,133,72,415,2,ID,447,0
101,3.65,9.89,0,0,13.5,26.93,188.0,4,15.98,158.4,0,219.7,117,92,125,415,4,SC,448,1
98,3.27,10.25,0,0,12.1,27.37,190.9,4,16.23,161.0,0,227.7,113,117,113,408,4,AL,449,0
125,3.56,6.12,0,0,13.2,35.02,198.1,3,16.84,206.0,0,135.9,71,128,116,415,0,WV,450,0
127,1.3,13.5,25,0,4.8,29.41,245.8,3,20.89,173.0,1,300.0,64,91,99,408,0,VA,451,0
71,3.73,9.29,0,1,13.8,31.64,198.6,5,16.88,186.1,0,206.5,140,114,80,510,4,IL,452,1
125,2.78,5.29,34,0,10.3,45.63,222.2,3,18.89,268.4,1,117.6,108,112,102,510,0,SD,453,0
139,2.24,6.74,0,0,8.3,30.87,335.7,6,28.53,181.6,0,149.8,118,119,64,415,4,MD,454,0
63,3.0,7.3,0,0,11.1,19.91,249.6,4,21.22,117.1,0,162.2,90,118,84,408,3,DE,455,0
137,2.84,7.63,0,0,10.5,18.79,223.2,3,18.97,110.5,0,169.5,111,79,64,510,3,ME,456,0
97,3.73,6.51,0,0,13.8,24.51,226.7,4,19.27,144.2,0,144.6,137,91,72,510,3,TX,457,0
126,3.38,12.84,0,1,12.5,33.59,246.5,8,20.95,197.6,0,285.3,112,126,104,408,2,WY,458,0
124,3.46,7.59,0,0,12.8,53.04,180.0,4,15.3,312.0,0,168.6,109,112,94,415,1,WV,459,1
79,2.27,10.8,0,1,8.4,17.6,319.3,4,27.14,103.5,0,239.9,111,134,124,408,2,IL,460,0
88,3.24,11.57,0,0,12.0,25.99,171.2,5,14.55,152.9,0,257.0,107,119,106,408,2,AR,461,0
74,2.86,10.8,0,0,10.6,37.59,110.8,3,9.42,221.1,0,240.1,94,124,112,415,0,ID,462,0
140,2.08,9.74,0,0,7.7,20.45,240.4,3,20.43,120.3,0,216.4,84,108,74,415,4,OR,463,1
73,4.86,5.41,0,0,18.0,30.99,199.2,5,16.93,182.3,0,120.2,97,115,113,415,1,UT,464,0
101,2.38,12.62,36,0,8.8,21.03,172.6,4,14.67,123.7,1,280.5,106,125,127,415,1,ND,465,1
113,2.24,5.82,0,1,8.3,21.28,206.4,8,17.54,125.2,0,129.3,119,93,139,408,0,MN,466,0
92,2.54,9.07,0,0,9.4,23.77,174.9,7,14.87,139.8,0,201.6,143,98,135,510,2,TX,467,0
